Cleaned Name,original_key,data,Unnamed: 0,Rank,Name,Age,Team,Positions,Value
Travis Outlaw,Travis Outlaw,"{'original_key': '1459', 'player_id': '1459', 'sport': 'nba', 'number': None, 'practice_description': None, 'search_first_name': 'travis', 'rotowire_id': None, 'active': False, 'depth_chart_position': None, 'age': 40, 'competitions': [], 'swish_id': None, 'oddsjam_id': None, 'birth_date': '1984-09-18', 'last_name': 'Outlaw', 'height': '81', 'status': 'RET', 'yahoo_id': None, 'team_changed_at': None, 'birth_state': None, 'fantasy_positions': ['PF', 'SF'], 'first_name': 'Travis', 'birth_city': None, 'years_exp': 11, 'sportradar_id': '7abc6664-5864-4a0d-b51b-8ecde15e0934', 'fantasy_data_id': None, 'depth_chart_order': None, 'search_full_name': 'travisoutlaw', 'team_abbr': None, 'opta_id': None, 'gsis_id': None, 'rotoworld_id': None, 'high_school': 'Starkville (MS)', 'search_last_name': 'outlaw', 'news_updated': None, 'espn_id': None, 'injury_start_date': None, 'hashtag': '#travisoutlaw-NBA-FA', 'college': None, 'metadata': {'channel_id': '1153292587818307584'}, 'stats_id': None, 'practice_participation': None, 'full_name': 'Travis Outlaw', 'injury_status': None, 'team': None, 'position': 'SF', 'injury_notes': None, 'pandascore_id': None, 'birth_country': None, 'weight': '207', 'search_rank': None, 'injury_body_part': None}",,,,,,,
Edy Tavares,Edy Tavares,"{'original_key': '1627', 'player_id': '1627', 'sport': 'nba', 'number': None, 'practice_description': None, 'search_first_name': 'edy', 'rotowire_id': None, 'active': True, 'depth_chart_position': None, 'age': 32, 'competitions': [], 'swish_id': None, 'oddsjam_id': None, 'birth_date': '1992-03-22', 'last_name': 'Tavares', 'height': '87', 'status': 'FA', 'yahoo_id': None, 'team_changed_at': None, 'birth_state': None, 'fantasy_positions': ['C'], 'first_name': 'Edy', 'birth_city': None, 'years_exp': 2, 'sportradar_id': '7fb15c57-6024-4b0c-9493-8d52d3ef3c24', 'fantasy_data_id': None, 'depth_chart_order': None, 'search_full_name': 'edytavares', 'team_abbr': None, 'opta_id': None, 'gsis_id': None, 'rotoworld_id': None, 'high_school': None, 'search_last_name': 'tavares', 'news_updated': None, 'espn_id': None, 'injury_start_date': None, 'hashtag': '#edytavares-NBA-FA', 'college': None, 'metadata': {'channel_id': '1153292728168108032'}, 'stats_id': None, 'practice_participation': None, 'full_name': 'Edy Tavares', 'injury_status': None, 'team': None, 'position': 'C', 'injury_notes': None, 'pandascore_id': None, 'birth_country': None, 'weight': '265', 'search_rank': None, 'injury_body_part': None}",,,,,,,
Jaden Ivey,Jaden Ivey,"{'original_key': '2439', 'player_id': '2439', 'sport': 'nba', 'number': 23, 'practice_description': None, 'search_first_name': 'jaden', 'rotowire_id': 5696, 'active': True, 'depth_chart_position': 'SG', 'age': 22, 'competitions': [], 'swish_id': 1231418, 'oddsjam_id': '1A6DD7A9C666', 'birth_date': '2002-02-13', 'last_name': 'Ivey', 'height': '76', 'status': 'ACT', 'yahoo_id': None, 'team_changed_at': None, 'birth_state': None, 'fantasy_positions': ['PG', 'SF', 'SG'], 'first_name': 'Jaden', 'birth_city': None, 'years_exp': 2, 'sportradar_id': 'ec887131-efba-43a0-ad0a-0757ab3f0399', 'fantasy_data_id': None, 'depth_chart_order': 1, 'search_full_name': 'jadenivey', 'team_abbr': None, 'opta_id': None, 'gsis_id': None, 'rotoworld_id': None, 'high_school': 'La Lumiere School (IN)', 'search_last_name': 'ivey', 'news_updated': 1732634442582, 'espn_id': None, 'injury_start_date': None, 'hashtag': '#jadenivey-NBA-DET-23', 'college': 'Purdue', 'metadata': {'channel_id': '1113936498857607168'}, 'stats_id': None, 'practice_participation': None, 'full_name': 'Jaden Ivey', 'injury_status': None, 'team': 'DET', 'position': 'PG', 'injury_notes': None, 'pandascore_id': None, 'birth_country': None, 'weight': '195', 'search_rank': 99, 'injury_body_part': None}",123.0,124.0,Jaden Ivey,22.8,DET,"PG,SG",3166.1733069808706
Ryan Turell,Ryan Turell,"{'original_key': '2697', 'player_id': '2697', 'sport': 'nba', 'number': None, 'practice_description': None, 'search_first_name': 'ryan', 'rotowire_id': 5829, 'active': True, 'depth_chart_position': None, 'age': 25, 'competitions': [], 'swish_id': None, 'oddsjam_id': None, 'birth_date': '1999-02-03', 'last_name': 'Turell', 'height': '79', 'status': 'FA', 'yahoo_id': None, 'team_changed_at': None, 'birth_state': None, 'fantasy_positions': ['PF', 'SF'], 'first_name': 'Ryan', 'birth_city': None, 'years_exp': 0, 'sportradar_id': '1848e56a-65a2-4f0a-95a4-d4448be68cb9', 'fantasy_data_id': None, 'depth_chart_order': None, 'search_full_name': 'ryanturell', 'team_abbr': None, 'opta_id': None, 'gsis_id': None, 'rotoworld_id': None, 'high_school': 'Valley Torah (CA)', 'search_last_name': 'turell', 'news_updated': 1697934957995, 'espn_id': None, 'injury_start_date': None, 'hashtag': '#ryanturell-NBA-FA', 'college': None, 'metadata': {'channel_id': '1153292212285493248'}, 'stats_id': None, 'practice_participation': None, 'full_name': 'Ryan Turell', 'injury_status': None, 'team': None, 'position': 'PF', 'injury_notes': None, 'pandascore_id': None, 'birth_country': None, 'weight': '190', 'search_rank': None, 'injury_body_part': None}",,,,,,,
Jan Vesely,Jan Vesely,"{'original_key': '1127', 'player_id': '1127', 'sport': 'nba', 'number': None, 'practice_description': None, 'search_first_name': 'jan', 'rotowire_id': None, 'active': True, 'depth_chart_position': None, 'age': 34, 'competitions': [], 'swish_id': None, 'oddsjam_id': None, 'birth_date': '1990-04-24', 'last_name': 'Vesely', 'height': '84', 'status': 'FA', 'yahoo_id': None, 'team_changed_at': None, 'birth_state': None, 'fantasy_positions': ['PF', 'SF'], 'first_name': 'Jan', 'birth_city': None, 'years_exp': 3, 'sportradar_id': 'f4fddfaa-9928-404d-8941-1a29782d8400', 'fantasy_data_id': None, 'depth_chart_order': None, 'search_full_name': 'janvesely', 'team_abbr': None, 'opta_id': None, 'gsis_id': None, 'rotoworld_id': None, 'high_school': None, 'search_last_name': 'vesely', 'news_updated': None, 'espn_id': None, 'injury_start_date': None, 'hashtag': '#janvesely-NBA-FA', 'college': None, 'metadata': {'channel_id': '1153292362374467584'}, 'stats_id': None, 'practice_participation': None, 'full_name': 'Jan Vesely', 'injury_status': None, 'team': None, 'position': 'PF', 'injury_notes': None, 'pandascore_id': None, 'birth_country': None, 'weight': '242', 'search_rank': None, 'injury_body_part': None}",,,,,,,
Russ Smith,Russ Smith,"{'original_key': '1530', 'player_id': '1530', 'sport': 'nba', 'number': None, 'practice_description': None, 'search_first_name': 'russ', 'rotowire_id': None, 'active': True, 'depth_chart_position': None, 'age': 33, 'competitions': [], 'swish_id': None, 'oddsjam_id': None, 'birth_date': '1991-04-19', 'last_name': 'Smith', 'height': '72', 'status': 'FA', 'yahoo_id': None, 'team_changed_at': None, 'birth_state': None, 'fantasy_positions': ['PG', 'SG'], 'first_name': 'Russ', 'birth_city': None, 'years_exp': 2, 'sportradar_id': '02bdc54a-4db6-45d0-966e-d7659dd4ce13', 'fantasy_data_id': None, 'depth_chart_order': None, 'search_full_name': 'russsmith', 'team_abbr': None, 'opta_id': None, 'gsis_id': None, 'rotoworld_id': None, 'high_school': 'South Kent School (CT)', 'search_last_name': 'smith', 'news_updated': None, 'espn_id': None, 'injury_start_date': None, 'hashtag': '#russsmith-NBA-FA', 'college': 'Louisville', 'metadata': {'channel_id': '1153292881503473664'}, 'stats_id': None, 'practice_participation': None, 'full_name': 'Russ Smith', 'injury_status': None, 'team': None, 'position': 'PG', 'injury_notes': None, 'pandascore_id': None, 'birth_country': None, 'weight': '165', 'search_rank': 999, 'injury_body_part': None}",,,,,,,
Norvel Pelle,Norvel Pelle,"{'original_key': '2018', 'player_id': '2018', 'sport': 'nba', 'number': None, 'practice_description': None, 'search_first_name': 'norvel', 'rotowire_id': 3507, 'active': True, 'depth_chart_position': None, 'age': 31, 'competitions': [], 'swish_id': 609846, 'oddsjam_id': None, 'birth_date': '1993-02-03', 'last_name': 'Pelle', 'height': '82', 'status': 'FA', 'yahoo_id': None, 'team_changed_at': None, 'birth_state': None, 'fantasy_positions': ['C'], 'first_name': 'Norvel', 'birth_city': None, 'years_exp': 1, 'sportradar_id': 'e32849a5-24ea-48e5-aea0-a294d0a7c89b', 'fantasy_data_id': None, 'depth_chart_order': None, 'search_full_name': 'norvelpelle', 'team_abbr': None, 'opta_id': None, 'gsis_id': None, 'rotoworld_id': None, 'high_school': 'Frederick K. C. Price III (CA)', 'search_last_name': 'pelle', 'news_updated': 1663953603379, 'espn_id': None, 'injury_start_date': None, 'hashtag': '#norvelpelle-NBA-FA', 'college': None, 'metadata': {'channel_id': '1153292699936247808'}, 'stats_id': None, 'practice_participation': None, 'full_name': 'Norvel Pelle', 'injury_status': 'DTD', 'team': None, 'position': 'C', 'injury_notes': None, 'pandascore_id': None, 'birth_country': None, 'weight': '231', 'search_rank': None, 'injury_body_part': None}",,,,,,,
Yakuba Ouattara,Yakuba Ouattara,"{'original_key': '1783', 'player_id': '1783', 'sport': 'nba', 'number': None, 'practice_description': None, 'search_first_name': 'yakuba', 'rotowire_id': None, 'active': True, 'depth_chart_position': None, 'age': 32, 'competitions': [], 'swish_id': None, 'oddsjam_id': None, 'birth_date': '1992-01-24', 'last_name': 'Ouattara', 'height': '76', 'status': 'FA', 'yahoo_id': None, 'team_changed_at': None, 'birth_state': None, 'fantasy_positions': ['PG', 'SG'], 'first_name': 'Yakuba', 'birth_city': None, 'years_exp': 1, 'sportradar_id': '053600fb-3aae-422f-a9cb-9d102cca301f', 'fantasy_data_id': None, 'depth_chart_order': None, 'search_full_name': 'yakubaouattara', 'team_abbr': None, 'opta_id': None, 'gsis_id': None, 'rotoworld_id': None, 'high_school': None, 'search_last_name': 'ouattara', 'news_updated': None, 'espn_id': None, 'injury_start_date': None, 'hashtag': '#yakubaouattara-NBA-FA', 'college': None, 'metadata': {'channel_id': '1153292370578526208'}, 'stats_id': None, 'practice_participation': None, 'full_name': 'Yakuba Ouattara', 'injury_status': None, 'team': None, 'position': 'SG', 'injury_notes': None, 'pandascore_id': None, 'birth_country': None, 'weight': '220', 'search_rank': None, 'injury_body_part': None}",,,,,,,
Pat Connaughton,Pat Connaughton,"{'original_key': '1652', 'player_id': '1652', 'sport': 'nba', 'number': 24, 'practice_description': None, 'search_first_name': 'pat', 'rotowire_id': 3727, 'active': True, 'depth_chart_position': 'PF', 'age': 31, 'competitions': [], 'swish_id': 601514, 'oddsjam_id': 'B2C262DC084F', 'birth_date': '1993-01-06', 'last_name': 'Connaughton', 'height': '77', 'status': 'ACT', 'yahoo_id': None, 'team_changed_at': None, 'birth_state': None, 'fantasy_positions': ['SF', 'SG'], 'first_name': 'Pat', 'birth_city': None, 'years_exp': 9, 'sportradar_id': '298852ca-299d-4cb9-a9e5-6ac909582f78', 'fantasy_data_id': None, 'depth_chart_order': 4, 'search_full_name': 'patconnaughton', 'team_abbr': None, 'opta_id': None, 'gsis_id': None, 'rotoworld_id': None, 'high_school': ""St. John's Prep (MA)"", 'search_last_name': 'connaughton', 'news_updated': 1732203316861, 'espn_id': None, 'injury_start_date': None, 'hashtag': '#patconnaughton-NBA-MIL-24', 'college': 'Notre Dame', 'metadata': {'channel_id': '1113936525990559744'}, 'stats_id': None, 'practice_participation': None, 'full_name': 'Pat Connaughton', 'injury_status': None, 'team': 'MIL', 'position': 'SG', 'injury_notes': None, 'pandascore_id': None, 'birth_country': None, 'weight': '209', 'search_rank': 999, 'injury_body_part': None}",338.0,341.0,Pat Connaughton,31.9,MIL,"SG,SF",983.1254494629138
Myles Turner,Myles Turner,"{'original_key': '1595', 'player_id': '1595', 'sport': 'nba', 'number': 33, 'practice_description': None, 'search_first_name': 'myles', 'rotowire_id': 3725, 'active': True, 'depth_chart_position': 'C', 'age': 28, 'competitions': [], 'swish_id': 843762, 'oddsjam_id': 'B5AC032C6958', 'birth_date': '1996-03-24', 'last_name': 'Turner', 'height': '83', 'status': 'ACT', 'yahoo_id': None, 'team_changed_at': None, 'birth_state': None, 'fantasy_positions': ['C', 'PF'], 'first_name': 'Myles', 'birth_city': None, 'years_exp': 9, 'sportradar_id': '323f9ef8-ecdd-41a7-859e-dd3db48ba913', 'fantasy_data_id': None, 'depth_chart_order': 1, 'search_full_name': 'mylesturner', 'team_abbr': None, 'opta_id': None, 'gsis_id': None, 'rotoworld_id': None, 'high_school': 'Trinity (TX)', 'search_last_name': 'turner', 'news_updated': 1732609241745, 'espn_id': None, 'injury_start_date': None, 'hashtag': '#mylesturner-NBA-IND-33', 'college': 'Texas', 'metadata': {'channel_id': '1113936490871652352'}, 'stats_id': None, 'practice_participation': None, 'full_name': 'Myles Turner', 'injury_status': None, 'team': 'IND', 'position': 'C', 'injury_notes': None, 'pandascore_id': None, 'birth_country': None, 'weight': '250', 'search_rank': 73, 'injury_body_part': None}",42.0,43.0,Myles Turner,28.7,IND,C,5451.684780403795
Francisco Garcia,Francisco Garcia,"{'original_key': '1245', 'player_id': '1245', 'sport': 'nba', 'number': None, 'practice_description': None, 'search_first_name': 'francisco', 'rotowire_id': None, 'active': True, 'depth_chart_position': None, 'age': 43, 'competitions': [], 'swish_id': None, 'oddsjam_id': None, 'birth_date': '1980-12-31', 'last_name': 'Garcia', 'height': '79', 'status': 'FA', 'yahoo_id': None, 'team_changed_at': None, 'birth_state': None, 'fantasy_positions': ['SF', 'SG'], 'first_name': 'Francisco', 'birth_city': None, 'years_exp': 10, 'sportradar_id': 'e0ac1008-1bff-43ab-8416-5d8ff755b392', 'fantasy_data_id': None, 'depth_chart_order': None, 'search_full_name': 'franciscogarcia', 'team_abbr': None, 'opta_id': None, 'gsis_id': None, 'rotoworld_id': None, 'high_school': 'Winchendon School (MA)', 'search_last_name': 'garcia', 'news_updated': None, 'espn_id': None, 'injury_start_date': None, 'hashtag': '#franciscogarcia-NBA-FA', 'college': 'Louisville', 'metadata': {'channel_id': '1153292885118963712'}, 'stats_id': None, 'practice_participation': None, 'full_name': 'Francisco Garcia', 'injury_status': None, 'team': None, 'position': 'SG', 'injury_notes': None, 'pandascore_id': None, 'birth_country': None, 'weight': '215', 'search_rank': 433, 'injury_body_part': None}",,,,,,,
Duje Dukan,Duje Dukan,"{'original_key': '1656', 'player_id': '1656', 'sport': 'nba', 'number': None, 'practice_description': None, 'search_first_name': 'duje', 'rotowire_id': None, 'active': True, 'depth_chart_position': None, 'age': 32, 'competitions': [], 'swish_id': None, 'oddsjam_id': None, 'birth_date': '1991-12-04', 'last_name': 'Dukan', 'height': '81', 'status': 'FA', 'yahoo_id': None, 'team_changed_at': None, 'birth_state': None, 'fantasy_positions': ['C', 'PF'], 'first_name': 'Duje', 'birth_city': None, 'years_exp': 1, 'sportradar_id': '525ececb-7b85-4dab-9ed5-431c17721f88', 'fantasy_data_id': None, 'depth_chart_order': None, 'search_full_name': 'dujedukan', 'team_abbr': None, 'opta_id': None, 'gsis_id': None, 'rotoworld_id': None, 'high_school': 'Deerfield (IL)', 'search_last_name': 'dukan', 'news_updated': None, 'espn_id': None, 'injury_start_date': None, 'hashtag': '#dujedukan-NBA-FA', 'college': 'Wisconsin', 'metadata': {'channel_id': '1153292115590008832'}, 'stats_id': None, 'practice_participation': None, 'full_name': 'Duje Dukan', 'injury_status': None, 'team': None, 'position': 'PF', 'injury_notes': None, 'pandascore_id': None, 'birth_country': None, 'weight': '220', 'search_rank': None, 'injury_body_part': None}",,,,,,,
Jaylen Wells,Jaylen Wells,"{'original_key': '2753', 'player_id': '2753', 'sport': 'nba', 'number': 0, 'practice_description': None, 'search_first_name': 'jaylen', 'rotowire_id': 6305, 'active': True, 'depth_chart_position': 'SF', 'age': 21, 'competitions': [], 'swish_id': 1423140, 'oddsjam_id': '82BB33F3F94E', 'birth_date': '2003-08-26', 'last_name': 'Wells', 'height': '79', 'status': 'ACT', 'yahoo_id': None, 'team_changed_at': None, 'birth_state': None, 'fantasy_positions': ['PF', 'SF'], 'first_name': 'Jaylen', 'birth_city': None, 'years_exp': 0, 'sportradar_id': 'f2d36d30-3544-41cb-831d-afec9e256418', 'fantasy_data_id': None, 'depth_chart_order': 1, 'search_full_name': 'jaylenwells', 'team_abbr': None, 'opta_id': None, 'gsis_id': None, 'rotoworld_id': None, 'high_school': 'Folsom (CA)', 'search_last_name': 'wells', 'news_updated': 1732423831382, 'espn_id': None, 'injury_start_date': None, 'hashtag': '#jaylenwells-NBA-MEM-0', 'college': 'Washington State', 'metadata': {'channel_id': '1113936506390577152'}, 'stats_id': None, 'practice_participation': None, 'full_name': 'Jaylen Wells', 'injury_status': None, 'team': 'MEM', 'position': 'PF', 'injury_notes': None, 'pandascore_id': None, 'birth_country': None, 'weight': '206', 'search_rank': 999, 'injury_body_part': None}",177.0,178.0,Jaylen Wells,21.3,MEM,SF,2386.0473461905385
Jason Smith,Jason Smith,"{'original_key': '1267', 'player_id': '1267', 'sport': 'nba', 'number': None, 'practice_description': None, 'search_first_name': 'jason', 'rotowire_id': None, 'active': True, 'depth_chart_position': None, 'age': 38, 'competitions': [], 'swish_id': None, 'oddsjam_id': None, 'birth_date': '1986-03-02', 'last_name': 'Smith', 'height': '84', 'status': 'FA', 'yahoo_id': None, 'team_changed_at': None, 'birth_state': None, 'fantasy_positions': ['C', 'PF'], 'first_name': 'Jason', 'birth_city': None, 'years_exp': 11, 'sportradar_id': '7992dce6-a785-4b31-9655-abd5a6f028f0', 'fantasy_data_id': None, 'depth_chart_order': None, 'search_full_name': 'jasonsmith', 'team_abbr': None, 'opta_id': None, 'gsis_id': None, 'rotoworld_id': None, 'high_school': 'Platte Valley (CO)', 'search_last_name': 'smith', 'news_updated': None, 'espn_id': None, 'injury_start_date': None, 'hashtag': '#jasonsmith-NBA-FA', 'college': 'Colorado State', 'metadata': {'channel_id': '1153292980728123392'}, 'stats_id': None, 'practice_participation': None, 'full_name': 'Jason Smith', 'injury_status': None, 'team': None, 'position': 'PF', 'injury_notes': None, 'pandascore_id': None, 'birth_country': None, 'weight': '240', 'search_rank': None, 'injury_body_part': None}",,,,,,,
