Cleaned Name,original_key,data,Unnamed: 0,Rank,Name,Age,Team,Positions,Value
David Duke,David Duke,"{'original_key': '2363', 'player_id': '2363', 'sport': 'nba', 'number': 7, 'practice_description': None, 'search_first_name': 'david', 'rotowire_id': 5346, 'active': True, 'depth_chart_position': 'PG', 'age': 25, 'competitions': [], 'swish_id': 1134645, 'oddsjam_id': 'E10320F559B1', 'birth_date': '1999-10-13', 'last_name': 'Duke', 'height': '76', 'status': 'TWO-WAY', 'yahoo_id': None, 'team_changed_at': None, 'birth_state': None, 'fantasy_positions': ['SF', 'SG'], 'first_name': 'David', 'birth_city': None, 'years_exp': 3, 'sportradar_id': '2ff9979f-4ca6-44b8-946e-70cbd992410c', 'fantasy_data_id': None, 'depth_chart_order': 6, 'search_full_name': 'davidduke', 'team_abbr': None, 'opta_id': None, 'gsis_id': None, 'rotoworld_id': None, 'high_school': 'Cushing Academy (MA)', 'search_last_name': 'duke', 'news_updated': 1729193736185, 'espn_id': None, 'injury_start_date': None, 'hashtag': '#davidduke-NBA-SAS-7', 'college': 'Providence', 'metadata': {'channel_id': '1113936516054253568'}, 'stats_id': None, 'practice_participation': None, 'full_name': 'David Duke', 'injury_status': None, 'team': 'SAS', 'position': 'SG', 'injury_notes': None, 'pandascore_id': None, 'birth_country': None, 'weight': '200', 'search_rank': 936, 'injury_body_part': None}",,,,,,,
Naz Reid,Naz Reid,"{'original_key': '2036', 'player_id': '2036', 'sport': 'nba', 'number': 11, 'practice_description': None, 'search_first_name': 'naz', 'rotowire_id': 4806, 'active': True, 'depth_chart_position': 'C', 'age': 25, 'competitions': [], 'swish_id': 1137200, 'oddsjam_id': '2998DCA7D4A7', 'birth_date': '1999-08-26', 'last_name': 'Reid', 'height': '81', 'status': 'ACT', 'yahoo_id': None, 'team_changed_at': None, 'birth_state': None, 'fantasy_positions': ['C', 'PF'], 'first_name': 'Naz', 'birth_city': None, 'years_exp': 5, 'sportradar_id': '823b2161-0c34-494c-9d7c-b438152f4f4d', 'fantasy_data_id': None, 'depth_chart_order': 2, 'search_full_name': 'nazreid', 'team_abbr': None, 'opta_id': None, 'gsis_id': None, 'rotoworld_id': None, 'high_school': 'Roselle Catholic (NJ)', 'search_last_name': 'reid', 'news_updated': 1732720548557, 'espn_id': None, 'injury_start_date': None, 'hashtag': '#nazreid-NBA-MIN-11', 'college': 'LSU', 'metadata': {'channel_id': '1113936503123214336'}, 'stats_id': None, 'practice_participation': None, 'full_name': 'Naz Reid', 'injury_status': None, 'team': 'MIN', 'position': 'C', 'injury_notes': None, 'pandascore_id': None, 'birth_country': None, 'weight': '241', 'search_rank': 106, 'injury_body_part': None}",95.0,96.0,Naz Reid,25.3,MIN,"PF,C",3718.4808401468126
Nae'Qwan Tomlin,Nae'Qwan Tomlin,"{'original_key': '2841', 'player_id': '2841', 'sport': 'nba', 'number': None, 'practice_description': None, 'search_first_name': 'naeqwan', 'rotowire_id': 6311, 'active': True, 'depth_chart_position': None, 'age': 23, 'competitions': [], 'swish_id': None, 'oddsjam_id': None, 'birth_date': '2000-12-19', 'last_name': 'Tomlin', 'height': '82', 'status': 'NWT', 'yahoo_id': None, 'team_changed_at': None, 'birth_state': None, 'fantasy_positions': ['PF', 'SF'], 'first_name': ""Nae'Qwan"", 'birth_city': None, 'years_exp': 0, 'sportradar_id': '5bb6159f-27ae-406e-ac5b-e8911f0cbb7c', 'fantasy_data_id': None, 'depth_chart_order': None, 'search_full_name': 'naeqwantomlin', 'team_abbr': None, 'opta_id': None, 'gsis_id': None, 'rotoworld_id': None, 'high_school': None, 'search_last_name': 'tomlin', 'news_updated': 1727219409033, 'espn_id': None, 'injury_start_date': None, 'hashtag': '#naeqwantomlin-NBA-FA', 'college': 'Memphis', 'metadata': {'channel_id': '1144412101662486528'}, 'stats_id': None, 'practice_participation': None, 'full_name': ""Nae'Qwan Tomlin"", 'injury_status': None, 'team': None, 'position': 'PF', 'injury_notes': None, 'pandascore_id': None, 'birth_country': None, 'weight': '210', 'search_rank': None, 'injury_body_part': None}",,,,,,,
Pacome Dadiet,Pacome Dadiet,"{'original_key': '2732', 'player_id': '2732', 'sport': 'nba', 'number': 4, 'practice_description': None, 'search_first_name': 'pacome', 'rotowire_id': 6281, 'active': True, 'depth_chart_position': 'SF', 'age': 19, 'competitions': [], 'swish_id': 1500956, 'oddsjam_id': '31514B861480', 'birth_date': '2005-07-27', 'last_name': 'Dadiet', 'height': '80', 'status': 'ACT', 'yahoo_id': None, 'team_changed_at': None, 'birth_state': None, 'fantasy_positions': ['PG', 'SG'], 'first_name': 'Pacome', 'birth_city': None, 'years_exp': 0, 'sportradar_id': 'fd131bac-4644-4f4d-b715-2bc093775cd5', 'fantasy_data_id': None, 'depth_chart_order': 5, 'search_full_name': 'pacomedadiet', 'team_abbr': None, 'opta_id': None, 'gsis_id': None, 'rotoworld_id': None, 'high_school': None, 'search_last_name': 'dadiet', 'news_updated': 1729105229422, 'espn_id': None, 'injury_start_date': None, 'hashtag': '#pacomedadiet-NBA-NYK-4', 'college': None, 'metadata': {'channel_id': '1113936488543813632'}, 'stats_id': None, 'practice_participation': None, 'full_name': 'Pacome Dadiet', 'injury_status': None, 'team': 'NYK', 'position': 'PG', 'injury_notes': None, 'pandascore_id': None, 'birth_country': None, 'weight': '210', 'search_rank': 650, 'injury_body_part': None}",258.0,259.0,Pacome Dadiet,19.3,NY,SF,1576.6964374972797
Isaiah Hartenstein,Isaiah Hartenstein,"{'original_key': '1934', 'player_id': '1934', 'sport': 'nba', 'number': 55, 'practice_description': None, 'search_first_name': 'isaiah', 'rotowire_id': 4147, 'active': True, 'depth_chart_position': 'C', 'age': 26, 'competitions': [], 'swish_id': 1057004, 'oddsjam_id': '3A2163E486C5', 'birth_date': '1998-05-05', 'last_name': 'Hartenstein', 'height': '84', 'status': 'ACT', 'yahoo_id': None, 'team_changed_at': None, 'birth_state': None, 'fantasy_positions': ['C'], 'first_name': 'Isaiah', 'birth_city': None, 'years_exp': 6, 'sportradar_id': '38745a56-7472-4844-a2dc-f61d3bcd941f', 'fantasy_data_id': None, 'depth_chart_order': 1, 'search_full_name': 'isaiahhartenstein', 'team_abbr': None, 'opta_id': None, 'gsis_id': None, 'rotoworld_id': None, 'high_school': None, 'search_last_name': 'hartenstein', 'news_updated': 1732816546261, 'espn_id': None, 'injury_start_date': None, 'hashtag': '#isaiahhartenstein-NBA-OKC-55', 'college': None, 'metadata': {'channel_id': '1113936531304742912'}, 'stats_id': None, 'practice_participation': None, 'full_name': 'Isaiah Hartenstein', 'injury_status': None, 'team': 'OKC', 'position': 'C', 'injury_notes': None, 'pandascore_id': None, 'birth_country': None, 'weight': '250', 'search_rank': 140, 'injury_body_part': None}",120.0,121.0,Isaiah Hartenstein,26.6,OKC,C,3219.025245072571
Rokas Jokubaitis,Rokas Jokubaitis,"{'original_key': '2314', 'player_id': '2314', 'sport': 'nba', 'number': None, 'practice_description': None, 'search_first_name': 'rokas', 'rotowire_id': 5255, 'active': True, 'depth_chart_position': None, 'age': 24, 'competitions': [], 'swish_id': 1323521, 'oddsjam_id': None, 'birth_date': '2000-11-19', 'last_name': 'Jokubaitis', 'height': '76', 'status': 'FA', 'yahoo_id': None, 'team_changed_at': None, 'birth_state': None, 'fantasy_positions': ['PG', 'SG'], 'first_name': 'Rokas', 'birth_city': None, 'years_exp': 2, 'sportradar_id': '36cb55ca-8a36-4e95-8af4-a7c7d353cae9', 'fantasy_data_id': None, 'depth_chart_order': None, 'search_full_name': 'rokasjokubaitis', 'team_abbr': None, 'opta_id': None, 'gsis_id': None, 'rotoworld_id': None, 'high_school': None, 'search_last_name': 'jokubaitis', 'news_updated': 1654806017517, 'espn_id': None, 'injury_start_date': None, 'hashtag': '#rokasjokubaitis-NBA-FA', 'college': None, 'metadata': {'channel_id': '1153292244665520128'}, 'stats_id': None, 'practice_participation': None, 'full_name': 'Rokas Jokubaitis', 'injury_status': None, 'team': None, 'position': 'PG', 'injury_notes': None, 'pandascore_id': None, 'birth_country': None, 'weight': '194', 'search_rank': None, 'injury_body_part': None}",,,,,,,
Chris Andersen,Chris Andersen,"{'original_key': '1367', 'player_id': '1367', 'sport': 'nba', 'number': None, 'practice_description': None, 'search_first_name': 'chris', 'rotowire_id': None, 'active': False, 'depth_chart_position': None, 'age': 46, 'competitions': [], 'swish_id': None, 'oddsjam_id': None, 'birth_date': '1978-07-07', 'last_name': 'Andersen', 'height': '82', 'status': 'RET', 'yahoo_id': None, 'team_changed_at': None, 'birth_state': None, 'fantasy_positions': ['C', 'PF'], 'first_name': 'Chris', 'birth_city': None, 'years_exp': 15, 'sportradar_id': '510c6cdf-1a1a-450e-8d38-eed8d9b55df9', 'fantasy_data_id': None, 'depth_chart_order': None, 'search_full_name': 'chrisandersen', 'team_abbr': None, 'opta_id': None, 'gsis_id': None, 'rotoworld_id': None, 'high_school': 'Iola (TX)', 'search_last_name': 'andersen', 'news_updated': None, 'espn_id': None, 'injury_start_date': None, 'hashtag': '#chrisandersen-NBA-FA', 'college': 'Blinn (TX)', 'metadata': {'channel_id': '1153293119840604160'}, 'stats_id': None, 'practice_participation': None, 'full_name': 'Chris Andersen', 'injury_status': None, 'team': None, 'position': 'PF', 'injury_notes': None, 'pandascore_id': None, 'birth_country': None, 'weight': '245', 'search_rank': None, 'injury_body_part': None}",,,,,,,
Matt Ryan,Matt Ryan,"{'original_key': '2375', 'player_id': '2375', 'sport': 'nba', 'number': 37, 'practice_description': None, 'search_first_name': 'matt', 'rotowire_id': 5268, 'active': True, 'depth_chart_position': 'SF', 'age': 27, 'competitions': [], 'swish_id': 880463, 'oddsjam_id': '292AF2F58487', 'birth_date': '1997-04-17', 'last_name': 'Ryan', 'height': '78', 'status': 'ACT', 'yahoo_id': None, 'team_changed_at': None, 'birth_state': None, 'fantasy_positions': ['PF', 'SF', 'SG'], 'first_name': 'Matt', 'birth_city': None, 'years_exp': 3, 'sportradar_id': '042f45b2-1dda-4dce-a5ba-1e8b923178c1', 'fantasy_data_id': None, 'depth_chart_order': 3, 'search_full_name': 'mattryan', 'team_abbr': None, 'opta_id': None, 'gsis_id': None, 'rotoworld_id': None, 'high_school': 'Iona Prep (NY)', 'search_last_name': 'ryan', 'news_updated': 1730745347648, 'espn_id': None, 'injury_start_date': None, 'hashtag': '#mattryan-NBA-NYK-37', 'college': 'Chattanooga', 'metadata': {'channel_id': '1113936512233242624'}, 'stats_id': None, 'practice_participation': None, 'full_name': 'Matt Ryan', 'injury_status': None, 'team': 'NYK', 'position': 'SF', 'injury_notes': None, 'pandascore_id': None, 'birth_country': None, 'weight': '215', 'search_rank': 376, 'injury_body_part': None}",549.0,621.0,Matt Ryan,27.6,NY,SF,0.0
Salah Mejri,Salah Mejri,"{'original_key': '1646', 'player_id': '1646', 'sport': 'nba', 'number': None, 'practice_description': None, 'search_first_name': 'salah', 'rotowire_id': None, 'active': True, 'depth_chart_position': None, 'age': 38, 'competitions': [], 'swish_id': None, 'oddsjam_id': None, 'birth_date': '1986-06-15', 'last_name': 'Mejri', 'height': '86', 'status': 'FA', 'yahoo_id': None, 'team_changed_at': None, 'birth_state': None, 'fantasy_positions': ['C'], 'first_name': 'Salah', 'birth_city': None, 'years_exp': 4, 'sportradar_id': '067db21b-7c05-419e-9c98-2bf71ca5d84b', 'fantasy_data_id': None, 'depth_chart_order': None, 'search_full_name': 'salahmejri', 'team_abbr': None, 'opta_id': None, 'gsis_id': None, 'rotoworld_id': None, 'high_school': None, 'search_last_name': 'mejri', 'news_updated': None, 'espn_id': None, 'injury_start_date': None, 'hashtag': '#salahmejri-NBA-FA', 'college': None, 'metadata': {'channel_id': '1153292299816423424'}, 'stats_id': None, 'practice_participation': None, 'full_name': 'Salah Mejri', 'injury_status': None, 'team': None, 'position': 'C', 'injury_notes': None, 'pandascore_id': None, 'birth_country': None, 'weight': '235', 'search_rank': 999, 'injury_body_part': None}",,,,,,,
Mitch Ballock,Mitch Ballock,"{'original_key': '2357', 'player_id': '2357', 'sport': 'nba', 'number': None, 'practice_description': None, 'search_first_name': 'mitch', 'rotowire_id': 5467, 'active': True, 'depth_chart_position': None, 'age': 26, 'competitions': [], 'swish_id': 1060387, 'oddsjam_id': None, 'birth_date': '1998-07-02', 'last_name': 'Ballock', 'height': '77', 'status': 'FA', 'yahoo_id': None, 'team_changed_at': None, 'birth_state': None, 'fantasy_positions': ['PG', 'SG'], 'first_name': 'Mitch', 'birth_city': None, 'years_exp': 1, 'sportradar_id': 'dad27c14-100a-48fb-b4ed-6019f643e9ba', 'fantasy_data_id': None, 'depth_chart_order': None, 'search_full_name': 'mitchballock', 'team_abbr': None, 'opta_id': None, 'gsis_id': None, 'rotoworld_id': None, 'high_school': 'Eudora (KS)', 'search_last_name': 'ballock', 'news_updated': None, 'espn_id': None, 'injury_start_date': None, 'hashtag': '#mitchballock-NBA-FA', 'college': 'Creighton', 'metadata': {'channel_id': '1153292568717447168'}, 'stats_id': None, 'practice_participation': None, 'full_name': 'Mitch Ballock', 'injury_status': None, 'team': None, 'position': 'SG', 'injury_notes': None, 'pandascore_id': None, 'birth_country': None, 'weight': '205', 'search_rank': None, 'injury_body_part': None}",,,,,,,
Rodney Hood,Rodney Hood,"{'original_key': '1561', 'player_id': '1561', 'sport': 'nba', 'number': None, 'practice_description': None, 'search_first_name': 'rodney', 'rotowire_id': 3591, 'active': False, 'depth_chart_position': None, 'age': 32, 'competitions': [], 'swish_id': 603106, 'oddsjam_id': None, 'birth_date': '1992-10-20', 'last_name': 'Hood', 'height': '80', 'status': 'RET', 'yahoo_id': None, 'team_changed_at': None, 'birth_state': None, 'fantasy_positions': ['PF', 'SF'], 'first_name': 'Rodney', 'birth_city': None, 'years_exp': 7, 'sportradar_id': 'd38f8754-7ecb-4791-a350-f67e5c4c785a', 'fantasy_data_id': None, 'depth_chart_order': None, 'search_full_name': 'rodneyhood', 'team_abbr': None, 'opta_id': None, 'gsis_id': None, 'rotoworld_id': None, 'high_school': 'Meridian (MS)', 'search_last_name': 'hood', 'news_updated': 1732222819803, 'espn_id': None, 'injury_start_date': None, 'hashtag': '#rodneyhood-NBA-FA', 'college': 'Duke', 'metadata': {'channel_id': '1153292497871458304'}, 'stats_id': None, 'practice_participation': None, 'full_name': 'Rodney Hood', 'injury_status': None, 'team': None, 'position': 'SF', 'injury_notes': None, 'pandascore_id': None, 'birth_country': None, 'weight': '208', 'search_rank': None, 'injury_body_part': None}",,,,,,,
Nicolas Laprovittola,Nicolas Laprovittola,"{'original_key': '1712', 'player_id': '1712', 'sport': 'nba', 'number': None, 'practice_description': None, 'search_first_name': 'nicolas', 'rotowire_id': None, 'active': True, 'depth_chart_position': None, 'age': 34, 'competitions': [], 'swish_id': None, 'oddsjam_id': None, 'birth_date': '1990-01-31', 'last_name': 'Laprovittola', 'height': '76', 'status': 'FA', 'yahoo_id': None, 'team_changed_at': None, 'birth_state': None, 'fantasy_positions': ['PG', 'SG'], 'first_name': 'Nicolas', 'birth_city': None, 'years_exp': 1, 'sportradar_id': '5b20ff44-363b-44aa-abaa-cffde546f2eb', 'fantasy_data_id': None, 'depth_chart_order': None, 'search_full_name': 'nicolaslaprovittola', 'team_abbr': None, 'opta_id': None, 'gsis_id': None, 'rotoworld_id': None, 'high_school': None, 'search_last_name': 'laprovittola', 'news_updated': None, 'espn_id': None, 'injury_start_date': None, 'hashtag': '#nicolaslaprovittola-NBA-FA', 'college': None, 'metadata': {'channel_id': '1153293039691649024'}, 'stats_id': None, 'practice_participation': None, 'full_name': 'Nicolas Laprovittola', 'injury_status': None, 'team': None, 'position': 'PG', 'injury_notes': None, 'pandascore_id': None, 'birth_country': None, 'weight': '180', 'search_rank': None, 'injury_body_part': None}",,,,,,,
Gui Santos,Gui Santos,"{'original_key': '2488', 'player_id': '2488', 'sport': 'nba', 'number': 15, 'practice_description': None, 'search_first_name': 'gui', 'rotowire_id': 5738, 'active': True, 'depth_chart_position': 'SG', 'age': 22, 'competitions': [], 'swish_id': 1391940, 'oddsjam_id': '1030041CD136', 'birth_date': '2002-06-22', 'last_name': 'Santos', 'height': '79', 'status': 'ACT', 'yahoo_id': None, 'team_changed_at': None, 'birth_state': None, 'fantasy_positions': ['PF', 'SF'], 'first_name': 'Gui', 'birth_city': None, 'years_exp': 1, 'sportradar_id': 'f5d6fdfd-21f6-48f0-a297-4c13e8fc40cb', 'fantasy_data_id': None, 'depth_chart_order': 7, 'search_full_name': 'guisantos', 'team_abbr': None, 'opta_id': None, 'gsis_id': None, 'rotoworld_id': None, 'high_school': None, 'search_last_name': 'santos', 'news_updated': 1732828246703, 'espn_id': None, 'injury_start_date': None, 'hashtag': '#guisantos-NBA-GSW-15', 'college': None, 'metadata': {'channel_id': '1113936494038351872'}, 'stats_id': None, 'practice_participation': None, 'full_name': 'Gui Santos', 'injury_status': None, 'team': 'GSW', 'position': 'PF', 'injury_notes': None, 'pandascore_id': None, 'birth_country': None, 'weight': '218', 'search_rank': 432, 'injury_body_part': None}",553.0,625.0,Gui Santos,22.4,GS,"SF,PF",0.0
Amar'e Stoudemire,Amar'e Stoudemire,"{'original_key': '1032', 'player_id': '1032', 'sport': 'nba', 'number': None, 'practice_description': None, 'search_first_name': 'amare', 'rotowire_id': 2255, 'active': False, 'depth_chart_position': None, 'age': 42, 'competitions': [], 'swish_id': None, 'oddsjam_id': None, 'birth_date': '1982-11-16', 'last_name': 'Stoudemire', 'height': '82', 'status': 'RET', 'yahoo_id': None, 'team_changed_at': None, 'birth_state': None, 'fantasy_positions': ['C', 'PF'], 'first_name': ""Amar'e"", 'birth_city': None, 'years_exp': 14, 'sportradar_id': '76b89403-aaea-4730-bb7e-e60f38c56c3e', 'fantasy_data_id': None, 'depth_chart_order': None, 'search_full_name': 'amarestoudemire', 'team_abbr': None, 'opta_id': None, 'gsis_id': None, 'rotoworld_id': None, 'high_school': 'Cypress Creek (FL)', 'search_last_name': 'stoudemire', 'news_updated': 1588006889107, 'espn_id': None, 'injury_start_date': None, 'hashtag': '#amarestoudemire-NBA-FA', 'college': None, 'metadata': {'channel_id': '1153293229282578432'}, 'stats_id': None, 'practice_participation': None, 'full_name': ""Amar'e Stoudemire"", 'injury_status': None, 'team': None, 'position': 'C', 'injury_notes': None, 'pandascore_id': None, 'birth_country': None, 'weight': '245', 'search_rank': None, 'injury_body_part': None}",,,,,,,
Shannon Brown,Shannon Brown,"{'original_key': '1022', 'player_id': '1022', 'sport': 'nba', 'number': None, 'practice_description': None, 'search_first_name': 'shannon', 'rotowire_id': None, 'active': False, 'depth_chart_position': None, 'age': 39, 'competitions': [], 'swish_id': None, 'oddsjam_id': None, 'birth_date': '1985-11-29', 'last_name': 'Brown', 'height': '76', 'status': 'RET', 'yahoo_id': None, 'team_changed_at': None, 'birth_state': None, 'fantasy_positions': ['PG', 'SG'], 'first_name': 'Shannon', 'birth_city': None, 'years_exp': 9, 'sportradar_id': '098f0b33-9a6b-47b0-95c7-4aba176a4206', 'fantasy_data_id': None, 'depth_chart_order': None, 'search_full_name': 'shannonbrown', 'team_abbr': None, 'opta_id': None, 'gsis_id': None, 'rotoworld_id': None, 'high_school': 'Proviso East (IL)', 'search_last_name': 'brown', 'news_updated': None, 'espn_id': None, 'injury_start_date': None, 'hashtag': '#shannonbrown-NBA-FA', 'college': 'Michigan State', 'metadata': {'channel_id': '1153292483044593664'}, 'stats_id': None, 'practice_participation': None, 'full_name': 'Shannon Brown', 'injury_status': None, 'team': None, 'position': 'SG', 'injury_notes': None, 'pandascore_id': None, 'birth_country': None, 'weight': '210', 'search_rank': None, 'injury_body_part': None}",,,,,,,
Raul Neto,Raul Neto,"{'original_key': '1641', 'player_id': '1641', 'sport': 'nba', 'number': None, 'practice_description': None, 'search_first_name': 'raul', 'rotowire_id': 3526, 'active': True, 'depth_chart_position': None, 'age': 32, 'competitions': [], 'swish_id': 739966, 'oddsjam_id': None, 'birth_date': '1992-05-19', 'last_name': 'Neto', 'height': '74', 'status': 'FA', 'yahoo_id': None, 'team_changed_at': None, 'birth_state': None, 'fantasy_positions': ['PG', 'SG'], 'first_name': 'Raul', 'birth_city': None, 'years_exp': 7, 'sportradar_id': '8e7ffd66-f779-418c-bf18-b9f746a1c5fe', 'fantasy_data_id': None, 'depth_chart_order': None, 'search_full_name': 'raulneto', 'team_abbr': None, 'opta_id': None, 'gsis_id': None, 'rotoworld_id': None, 'high_school': None, 'search_last_name': 'neto', 'news_updated': 1722609018124, 'espn_id': None, 'injury_start_date': None, 'hashtag': '#raulneto-NBA-FA', 'college': None, 'metadata': {'channel_id': '1153293288548093952'}, 'stats_id': None, 'practice_participation': None, 'full_name': 'Raul Neto', 'injury_status': None, 'team': None, 'position': 'PG', 'injury_notes': None, 'pandascore_id': None, 'birth_country': None, 'weight': '180', 'search_rank': 283, 'injury_body_part': None}",,,,,,,
Marques Bolden,Marques Bolden,"{'original_key': '2108', 'player_id': '2108', 'sport': 'nba', 'number': None, 'practice_description': None, 'search_first_name': 'marques', 'rotowire_id': 4818, 'active': True, 'depth_chart_position': None, 'age': 26, 'competitions': [], 'swish_id': 937669, 'oddsjam_id': '071A680FFD0C', 'birth_date': '1998-04-17', 'last_name': 'Bolden', 'height': '82', 'status': 'FA', 'yahoo_id': None, 'team_changed_at': None, 'birth_state': None, 'fantasy_positions': ['C'], 'first_name': 'Marques', 'birth_city': None, 'years_exp': 2, 'sportradar_id': '156c4ce1-b6d7-42f7-86be-cf96d2763043', 'fantasy_data_id': None, 'depth_chart_order': None, 'search_full_name': 'marquesbolden', 'team_abbr': None, 'opta_id': None, 'gsis_id': None, 'rotoworld_id': None, 'high_school': 'DeSoto (TX)', 'search_last_name': 'bolden', 'news_updated': 1720040453180, 'espn_id': None, 'injury_start_date': None, 'hashtag': '#marquesbolden-NBA-FA', 'college': 'Duke', 'metadata': {'channel_id': '1113936499205734400'}, 'stats_id': None, 'practice_participation': None, 'full_name': 'Marques Bolden', 'injury_status': None, 'team': None, 'position': 'C', 'injury_notes': None, 'pandascore_id': None, 'birth_country': None, 'weight': '249', 'search_rank': 503, 'injury_body_part': None}",,,,,,,
Luis Scola,Luis Scola,"{'original_key': '1069', 'player_id': '1069', 'sport': 'nba', 'number': None, 'practice_description': None, 'search_first_name': 'luis', 'rotowire_id': None, 'active': True, 'depth_chart_position': None, 'age': 44, 'competitions': [], 'swish_id': None, 'oddsjam_id': None, 'birth_date': '1980-04-30', 'last_name': 'Scola', 'height': '81', 'status': 'FA', 'yahoo_id': None, 'team_changed_at': None, 'birth_state': None, 'fantasy_positions': ['PF', 'SF'], 'first_name': 'Luis', 'birth_city': None, 'years_exp': 10, 'sportradar_id': '5be304d2-f98b-4f1b-a040-8cb402644ef7', 'fantasy_data_id': None, 'depth_chart_order': None, 'search_full_name': 'luisscola', 'team_abbr': None, 'opta_id': None, 'gsis_id': None, 'rotoworld_id': None, 'high_school': None, 'search_last_name': 'scola', 'news_updated': None, 'espn_id': None, 'injury_start_date': None, 'hashtag': '#luisscola-NBA-FA', 'college': None, 'metadata': {'channel_id': '1153292715165765632'}, 'stats_id': None, 'practice_participation': None, 'full_name': 'Luis Scola', 'injury_status': None, 'team': None, 'position': 'PF', 'injury_notes': None, 'pandascore_id': None, 'birth_country': None, 'weight': '240', 'search_rank': 268, 'injury_body_part': None}",,,,,,,
Gustavo Ayon,Gustavo Ayon,"{'original_key': '1255', 'player_id': '1255', 'sport': 'nba', 'number': None, 'practice_description': None, 'search_first_name': 'gustavo', 'rotowire_id': None, 'active': False, 'depth_chart_position': None, 'age': 39, 'competitions': [], 'swish_id': None, 'oddsjam_id': None, 'birth_date': '1985-04-01', 'last_name': 'Ayon', 'height': '82', 'status': 'RET', 'yahoo_id': None, 'team_changed_at': None, 'birth_state': None, 'fantasy_positions': ['C', 'PF'], 'first_name': 'Gustavo', 'birth_city': None, 'years_exp': 3, 'sportradar_id': 'aced2f8d-3cd1-4c52-a628-f6ed76f5e4ea', 'fantasy_data_id': None, 'depth_chart_order': None, 'search_full_name': 'gustavoayon', 'team_abbr': None, 'opta_id': None, 'gsis_id': None, 'rotoworld_id': None, 'high_school': None, 'search_last_name': 'ayon', 'news_updated': None, 'espn_id': None, 'injury_start_date': None, 'hashtag': '#gustavoayon-NBA-FA', 'college': None, 'metadata': {'channel_id': '1153292459984310272'}, 'stats_id': None, 'practice_participation': None, 'full_name': 'Gustavo Ayon', 'injury_status': None, 'team': None, 'position': 'PF', 'injury_notes': None, 'pandascore_id': None, 'birth_country': None, 'weight': '250', 'search_rank': None, 'injury_body_part': None}",,,,,,,
Kel'el Ware,Kel'el Ware,"{'original_key': '2726', 'player_id': '2726', 'sport': 'nba', 'number': 7, 'practice_description': None, 'search_first_name': 'kelel', 'rotowire_id': 6275, 'active': True, 'depth_chart_position': 'C', 'age': 20, 'competitions': [], 'swish_id': 1405458, 'oddsjam_id': '96AB9DCB4E47', 'birth_date': '2004-04-20', 'last_name': 'Ware', 'height': '84', 'status': 'ACT', 'yahoo_id': None, 'team_changed_at': None, 'birth_state': None, 'fantasy_positions': ['C'], 'first_name': ""Kel'el"", 'birth_city': None, 'years_exp': 0, 'sportradar_id': 'f1e4fcb7-01c7-479f-8883-c33ac438690e', 'fantasy_data_id': None, 'depth_chart_order': 3, 'search_full_name': 'kelelware', 'team_abbr': None, 'opta_id': None, 'gsis_id': None, 'rotoworld_id': None, 'high_school': 'North Little Rock (AR)', 'search_last_name': 'ware', 'news_updated': 1732785651788, 'espn_id': None, 'injury_start_date': None, 'hashtag': '#kelelware-NBA-MIA-7', 'college': 'Indiana', 'metadata': {'channel_id': '1113936525772455936'}, 'stats_id': None, 'practice_participation': None, 'full_name': ""Kel'el Ware"", 'injury_status': None, 'team': 'MIA', 'position': 'C', 'injury_notes': None, 'pandascore_id': None, 'birth_country': None, 'weight': '230', 'search_rank': 223, 'injury_body_part': None}",141.0,142.0,Kel'el Ware,20.6,MIA,C,2873.664381294353
N'Faly Dante,N'Faly Dante,"{'original_key': '2756', 'player_id': '2756', 'sport': 'nba', 'number': 3, 'practice_description': None, 'search_first_name': 'nfaly', 'rotowire_id': 6302, 'active': True, 'depth_chart_position': 'C', 'age': 23, 'competitions': [], 'swish_id': 1194079, 'oddsjam_id': '8D3A334BBC9C', 'birth_date': '2001-10-19', 'last_name': 'Dante', 'height': '83', 'status': 'TWO-WAY', 'yahoo_id': None, 'team_changed_at': None, 'birth_state': None, 'fantasy_positions': ['C'], 'first_name': ""N'Faly"", 'birth_city': None, 'years_exp': 0, 'sportradar_id': 'a5ef2f24-8fa7-4a2e-be15-eef1a1e005da', 'fantasy_data_id': None, 'depth_chart_order': 6, 'search_full_name': 'nfalydante', 'team_abbr': None, 'opta_id': None, 'gsis_id': None, 'rotoworld_id': None, 'high_school': 'Sunrise Christian Academy (KS)', 'search_last_name': 'dante', 'news_updated': 1719529846093, 'espn_id': None, 'injury_start_date': None, 'hashtag': '#nfalydante-NBA-HOU-3', 'college': 'Oregon', 'metadata': {'channel_id': '1113936509402087424'}, 'stats_id': None, 'practice_participation': None, 'full_name': ""N'Faly Dante"", 'injury_status': None, 'team': 'HOU', 'position': 'C', 'injury_notes': None, 'pandascore_id': None, 'birth_country': None, 'weight': '265', 'search_rank': 562, 'injury_body_part': None}",516.0,549.0,N'Faly Dante,23.1,HOU,C,0.0
