Name,player_id,sport,number,active,depth_chart_position,age,birth_day,status,birth_city,years_exp,depth_chart_order,height,weight,college,team,position,cleaned_name
Shawne Williams,1220,nba,,True,,38.0,1986-02-16,FA,,7.0,,82.0,230.0,Memphis,,SF,Shawne Williams
Nick Ongenda,2677,nba,,True,,24.0,2000-09-29,FA,,0.0,,83.0,230.0,DePaul,,C,Nick Ongenda
Hollis Thompson,1112,nba,,True,,33.0,1991-04-03,FA,,4.0,,80.0,206.0,Georgetown,,SF,Hollis Thompson
Scotty Hopson,1058,nba,,True,,35.0,1989-08-08,FA,,3.0,,79.0,215.0,Tennessee,,SG,Scotty Hopson
Greg Brown,2300,nba,,True,,23.0,2001-09-01,FA,,2.0,,79.0,206.0,Texas,,PF,Greg Brown
Donovan Williams,2547,nba,,True,,23.0,2001-09-06,FA,,1.0,,78.0,190.0,UNLV,,PG,Donovan Williams
Jarrett Jack,1052,nba,,True,,41.0,1983-10-28,FA,,13.0,,75.0,200.0,Georgia Tech,,PG,Jarrett Jack
Nick Johnson,1538,nba,,True,,31.0,1992-12-22,FA,,1.0,,75.0,200.0,Arizona,,SG,Nick Johnson
Quinn Cook,1709,nba,,True,,31.0,1993-03-23,FA,,5.0,,73.0,180.0,Duke,,PG,Quinn Cook
Zeke Nnaji,2164,nba,22.0,True,C,23.0,2001-01-09,ACT,,4.0,4.0,81.0,240.0,Arizona,DEN,PF,Zeke Nnaji
Justin Holiday,1503,nba,,True,,35.0,1989-04-05,FA,,10.0,,78.0,180.0,Washington,,SG,Justin Holiday
Vincent Valerio-Bodon,2675,nba,,True,,23.0,2001-05-02,M-LEAGUE,,1.0,,81.0,205.0,,,PF,Vincent Valerio-Bodon
Zavier Simpson,2170,nba,,True,,27.0,1997-02-11,TWO-WAY,,1.0,,72.0,190.0,Michigan,,PG,Zavier Simpson
Cliff Alexander,1654,nba,,True,,29.0,1995-11-16,FA,,1.0,,80.0,245.0,Kansas,,PF,Cliff Alexander
Jamal Murray,1747,nba,27.0,True,PG,27.0,1997-02-23,ACT,,7.0,1.0,76.0,215.0,Kentucky,DEN,PG,Jamal Murray
Cameron Payne,1651,nba,1.0,True,PG,30.0,1994-08-08,ACT,,9.0,2.0,75.0,183.0,Murray State,NYK,PG,Cameron Payne
Chase-DUP Audiege-DUP,2682,nba,,True,,,,DUP,,0.0,,76.0,200.0,Northwestern,,PG,Chase-DUP Audiege-DUP
Deng Adel,1889,nba,,True,,27.0,1997-02-01,FA,,1.0,,79.0,200.0,Louisville,,SF,Deng Adel
Devin Vassell,2146,nba,24.0,True,SG,24.0,2000-08-23,ACT,,4.0,1.0,77.0,205.0,Florida State,SAS,SG,Devin Vassell
Dewayne Dedmon,1091,nba,14.0,True,,35.0,1989-08-12,FA,,9.0,,82.0,245.0,USC,,C,Dewayne Dedmon
Mychal Mulder,2114,nba,,True,,30.0,1994-06-12,FA,,3.0,,75.0,195.0,Kentucky,,SF,Mychal Mulder
Hamidou Diallo,1979,nba,,True,,26.0,1998-07-31,FA,,5.0,,77.0,202.0,Kentucky,,SG,Hamidou Diallo
Thaddeus Young,1104,nba,,True,,36.0,1988-06-21,FA,,17.0,,80.0,225.0,Georgia Tech,,PF,Thaddeus Young
Kalin Lucas,1529,nba,,True,,35.0,1989-05-24,FA,,2.0,,73.0,195.0,Michigan State,,PG,Kalin Lucas
Simone Fontecchio,2497,nba,19.0,True,PF,28.0,1995-12-09,ACT,,2.0,2.0,79.0,209.0,,DET,SF,Simone Fontecchio
Matt Coleman,2372,nba,,True,,26.0,1998-01-22,FA,,1.0,,74.0,180.0,Texas,,PG,Matt Coleman
Cam Thomas,2278,nba,24.0,True,SG,23.0,2001-10-13,ACT,,3.0,1.0,75.0,210.0,LSU,BKN,SG,Cam Thomas
Tristan Da Silva,2711,nba,23.0,True,PF,23.0,2001-05-15,ACT,,0.0,1.0,81.0,220.0,Colorado,ORL,PF,Tristan Da Silva
Tayshaun Prince,1202,nba,,False,,44.0,1980-02-28,RET,,14.0,,81.0,215.0,Kentucky,,SF,Tayshaun Prince
Landry Fields,1316,nba,,False,,36.0,1988-06-27,RET,,5.0,,79.0,215.0,Stanford,,SG,Landry Fields
Bam Adebayo,1846,nba,13.0,True,C,27.0,1997-07-18,ACT,,7.0,1.0,81.0,255.0,Kentucky,MIA,C,Bam Adebayo
Ayo Dosunmu,2255,nba,11.0,True,SG,24.0,2000-01-17,ACT,,3.0,2.0,77.0,200.0,Illinois,CHI,SG,Ayo Dosunmu
Damyean Dotson,1756,nba,,True,,30.0,1994-05-06,FA,,4.0,,77.0,210.0,Houston,,SG,Damyean Dotson
Tyler Cook,2003,nba,,True,,27.0,1997-09-23,FA,,3.0,,80.0,255.0,Iowa,,PF,Tyler Cook
Isaiah Wong,2594,nba,,True,,23.0,2001-01-28,FA,,1.0,,75.0,185.0,Miami (FL),,PG,Isaiah Wong
Sharife Cooper,2283,nba,,True,,23.0,2001-06-11,FA,,1.0,,73.0,176.0,Auburn,,PG,Sharife Cooper
Tyrone Wallace,1837,nba,,True,,30.0,1994-06-10,FA,,3.0,,77.0,198.0,California,,SG,Tyrone Wallace
Josh Childress,1270,nba,,False,,41.0,1983-06-20,RET,,8.0,,80.0,210.0,Stanford,,SF,Josh Childress
Nate Roberts,2698,nba,,True,,24.0,2000-02-28,FA,,0.0,,83.0,235.0,Washington,,C,Nate Roberts
Jerrelle Benimon,1560,nba,,True,,33.0,1991-08-01,FA,,1.0,,80.0,245.0,Towson,,PF,Jerrelle Benimon
Jaylen Adams,1939,nba,,True,,28.0,1996-05-04,FA,,2.0,,72.0,225.0,St. Bonaventure,,PG,Jaylen Adams
Greg Oden,1364,nba,,False,,36.0,1988-01-22,RET,,3.0,,84.0,273.0,Ohio State,,C,Greg Oden
Jared McCain,2713,nba,20.0,True,SG,20.0,2004-02-20,ACT,,0.0,1.0,74.0,203.0,Duke,PHI,PG,Jared McCain
Alan Anderson,1166,nba,,False,,42.0,1982-10-16,RET,,8.0,,78.0,220.0,Michigan State,,SF,Alan Anderson
Keshad Johnson,2767,nba,16.0,True,PF,23.0,2001-06-23,TWO-WAY,,0.0,7.0,79.0,225.0,Arizona,MIA,PF,Keshad Johnson
Carlton Carrington,2715,nba,8.0,True,PG,19.0,2005-07-21,ACT,,0.0,2.0,76.0,195.0,Pittsburgh,WAS,PG,Carlton Carrington
Samson Froling,2814,nba,,True,,24.0,2000-02-09,FA,,0.0,,84.0,230.0,,,C,Samson Froling
Patty Mills,1305,nba,8.0,True,PG,36.0,1988-08-11,ACT,,15.0,3.0,74.0,180.0,Saint Mary's (CA),UTA,PG,Patty Mills
Keenan Evans,1908,nba,,True,,28.0,1996-08-23,FA,,1.0,,75.0,190.0,Texas Tech,,PG,Keenan Evans
Scoot Henderson,2620,nba,0.0,True,PG,20.0,2004-02-03,ACT,,1.0,2.0,75.0,202.0,,POR,PG,Scoot Henderson
Nemanja Dangubic,2832,nba,,True,,31.0,1993-04-13,M-LEAGUE,,1.0,,80.0,193.0,,,SG,Nemanja Dangubic
Moritz Wagner,1932,nba,21.0,True,C,27.0,1997-04-26,ACT,,6.0,2.0,83.0,245.0,Michigan,ORL,C,Moritz Wagner
Jarkel Joiner,2702,nba,,True,,25.0,1999-05-20,FA,,1.0,,73.0,180.0,North Carolina State,,PG,Jarkel Joiner
Justin Edwards,2748,nba,19.0,True,SF,20.0,2003-12-16,TWO-WAY,,0.0,8.0,80.0,203.0,Kentucky,PHI,PG,Justin Edwards
M.J. Walker,2340,nba,,True,,26.0,1998-03-28,FA,,1.0,,77.0,213.0,Florida State,,SG,M.J. Walker
Brian Bowen,2011,nba,,True,,26.0,1998-10-02,FA,,2.0,,79.0,199.0,,,SG,Brian Bowen
Josh Oduro,2871,nba,,True,,24.0,2000-10-14,FA,,0.0,,81.0,240.0,Providence,,PF,Josh Oduro
Luka Doncic,1970,nba,77.0,True,PG,25.0,1999-02-28,ACT,,6.0,1.0,79.0,230.0,,DAL,PG,Luka Doncic
Justin Champagnie,2324,nba,9.0,True,SF,23.0,2001-06-29,TWO-WAY,,3.0,5.0,78.0,206.0,Pittsburgh,WAS,SF,Justin Champagnie
Jarnell Stokes,1533,nba,,True,,30.0,1994-01-07,FA,,3.0,,81.0,255.0,Tennessee,,PF,Jarnell Stokes
Omari Moore,2630,nba,,True,,24.0,2000-09-18,FA,,1.0,,78.0,195.0,San Jose State,,SG,Omari Moore
Shane Edwards,1049,nba,,True,,30.0,1994-05-31,FA,,1.0,,79.0,220.0,Little Rock,,PF,Shane Edwards
Hedo Turkoglu,1337,nba,,False,,45.0,1979-03-19,RET,,15.0,,82.0,220.0,,,SF,Hedo Turkoglu
Lindell Wigginton,2407,nba,,True,,26.0,1998-03-28,FA,,2.0,,73.0,189.0,Iowa State,,PG,Lindell Wigginton
Ade Murkey,2222,nba,,True,,26.0,1998-01-29,FA,,1.0,,77.0,200.0,Denver,,SG,Ade Murkey
Emanuel Terry,1960,nba,,True,,28.0,1996-08-21,FA,,1.0,,81.0,220.0,Lincoln Memorial (TN),,C,Emanuel Terry
Malevy Leons,2855,nba,,True,,25.0,1999-09-23,FA,,0.0,,81.0,201.0,Bradley,,PF,Malevy Leons
Chimezie Metu,1952,nba,,True,,27.0,1997-03-22,FA,,5.0,,82.0,225.0,USC,,PF,Chimezie Metu
Chris Paul,1339,nba,3.0,True,PG,39.0,1985-05-06,ACT,,19.0,1.0,72.0,190.0,Wake Forest,SAS,PG,Chris Paul
Anthony Davis,1272,nba,3.0,True,C,31.0,1993-03-11,ACT,,12.0,1.0,82.0,268.0,Kentucky,LAL,PF,Anthony Davis
Rudy Gobert,1350,nba,27.0,True,C,32.0,1992-06-26,ACT,,11.0,1.0,85.0,250.0,,MIN,C,Rudy Gobert
Kirk Hinrich,1004,nba,,False,,43.0,1981-01-02,RET,,13.0,,76.0,190.0,Kansas,,PG,Kirk Hinrich
Gabriel Deck,2250,nba,,True,,29.0,1995-02-08,FA,,1.0,,78.0,231.0,,,PF,Gabriel Deck
Andrew White,1814,nba,,True,,31.0,1993-06-16,FA,,1.0,,79.0,210.0,Syracuse,,SF,Andrew White
Nate Wolters,1381,nba,,True,,33.0,1991-05-15,FA,,3.0,,76.0,190.0,South Dakota State,,PG,Nate Wolters
Juancho Hernangomez,1748,nba,,True,,29.0,1995-09-28,FA,,6.0,,81.0,214.0,,,PF,Juancho Hernangomez
Joel Ayayi,2315,nba,,True,,24.0,2000-03-05,FA,,1.0,,76.0,180.0,Gonzaga,,PG,Joel Ayayi
Damian Jones,1673,nba,,True,,29.0,1995-06-30,FA,,7.0,,82.0,245.0,Vanderbilt,,C,Damian Jones
Trey Murphy,2285,nba,25.0,True,PF,24.0,2000-06-18,ACT,,3.0,1.0,80.0,206.0,Virginia,NOP,SF,Trey Murphy
Aaron Nesmith,2144,nba,23.0,True,PF,25.0,1999-10-16,ACT,,4.0,6.0,78.0,215.0,Vanderbilt,IND,SF,Aaron Nesmith
Royce White,1456,nba,,True,,33.0,1991-04-10,FA,,1.0,,80.0,260.0,Iowa State,,PF,Royce White
Marvin Bagley,1986,nba,35.0,True,C,25.0,1999-03-14,ACT,,6.0,3.0,82.0,235.0,Duke,WAS,PF,Marvin Bagley
Tyrese Martin,2469,nba,13.0,True,SF,25.0,1999-03-07,TWO-WAY,,1.0,5.0,78.0,215.0,UConn,BKN,PG,Tyrese Martin
Ray McCallum,1460,nba,,True,,33.0,1991-06-12,FA,,3.0,,75.0,190.0,Detroit Mercy,,PG,Ray McCallum
Ty-Shon Alexander,2198,nba,,True,,26.0,1998-07-16,FA,,1.0,,75.0,195.0,Creighton,,SG,Ty-Shon Alexander
Kelan Martin,2038,nba,,True,,29.0,1995-08-03,FA,,2.0,,77.0,230.0,Butler,,SF,Kelan Martin
Malaki Branham,2452,nba,22.0,True,SF,21.0,2003-05-12,ACT,,2.0,3.0,77.0,205.0,Ohio State,SAS,PG,Malaki Branham
Allonzo Trier,1888,nba,,True,,28.0,1996-01-17,FA,,1.0,,76.0,200.0,Arizona,,PG,Allonzo Trier
Nick Calathes,1211,nba,,True,,35.0,1989-02-07,FA,,2.0,,78.0,213.0,Florida,,SG,Nick Calathes
Ariel Hukporti,2743,nba,55.0,True,C,22.0,2002-04-12,ACT,,0.0,3.0,83.0,246.0,,NYK,C,Ariel Hukporti
Rawle Alkins,1884,nba,,True,,27.0,1997-10-29,FA,,1.0,,77.0,225.0,Arizona,,SG,Rawle Alkins
John Butler,2533,nba,,True,,21.0,2002-12-04,FA,,1.0,,84.0,190.0,Florida State,,PF,John Butler
Duplicate Player,2560,nba,,False,,,,,,,,,,,,,Duplicate Player
Kostas Antetokounmpo,1969,nba,,True,,27.0,1997-11-20,FA,,3.0,,82.0,200.0,Dayton,,PF,Kostas Antetokounmpo
Jarrett Allen,1787,nba,31.0,True,C,26.0,1998-04-21,ACT,,7.0,1.0,81.0,243.0,Texas,CLE,C,Jarrett Allen
Aleksej Pokusevski,2183,nba,,True,,22.0,2001-12-26,FA,,3.0,,84.0,210.0,,,PF,Aleksej Pokusevski
Jaylen Sims,2516,nba,,True,,25.0,1998-12-11,FA,,1.0,,78.0,210.0,UNC Wilmington,,PG,Jaylen Sims
Dante Exum,1555,nba,0.0,True,PG,29.0,1995-07-13,ACT,,8.0,7.0,77.0,214.0,,DAL,PG,Dante Exum
Adam Mokoka,1996,nba,,True,,26.0,1998-07-18,FA,,2.0,,76.0,190.0,,,SG,Adam Mokoka
Christian Koloko,2473,nba,10.0,True,C,24.0,2000-06-20,TWO-WAY,,1.0,3.0,84.0,230.0,Arizona,LAL,C,Christian Koloko
Roman Sorkin,2799,nba,,True,,28.0,1996-08-11,FA,,0.0,,82.0,230.0,Oregon,,PF,Roman Sorkin
Roger Mason,1366,nba,,False,,44.0,1980-09-10,RET,,10.0,,77.0,205.0,Virginia,,SG,Roger Mason
Hamady Ndiaye,1465,nba,,True,,37.0,1987-01-12,FA,,2.0,,84.0,235.0,Rutgers,,C,Hamady Ndiaye
Petr Cornelie,2367,nba,,True,,29.0,1995-07-26,FA,,1.0,,83.0,220.0,,,C,Petr Cornelie
Charles Bediako,2668,nba,,True,,22.0,2002-03-10,FA,,1.0,,84.0,225.0,Alabama,,C,Charles Bediako
Gabe Kalscheur,2696,nba,,True,,25.0,1999-06-10,FA,,0.0,,76.0,200.0,Iowa State,,PG,Gabe Kalscheur
Antonio Blakeney,1755,nba,,True,,28.0,1996-10-04,FA,,2.0,,76.0,192.0,LSU,,SG,Antonio Blakeney
Jules Bernard,2534,nba,,True,,24.0,2000-01-21,FA,,2.0,,78.0,205.0,UCLA,,PG,Jules Bernard
Casper Ware,1094,nba,,True,,34.0,1990-01-17,FA,,1.0,,70.0,175.0,Long Beach State,,PG,Casper Ware
Luke Avdalovic,2804,nba,,True,,26.0,1998-11-08,FA,,0.0,,77.0,190.0,Pacific,,PG,Luke Avdalovic
Max Christie,2468,nba,12.0,True,SF,21.0,2003-02-10,ACT,,2.0,2.0,77.0,205.0,Michigan State,LAL,PG,Max Christie
Tiago Splitter,1301,nba,,False,,39.0,1985-01-01,RET,,7.0,,83.0,245.0,,,C,Tiago Splitter
Darius Johnson-Odom,1098,nba,,True,,35.0,1989-09-28,FA,,2.0,,74.0,204.0,Marquette,,SG,Darius Johnson-Odom
Jaden Springer,2264,nba,44.0,True,SG,22.0,2002-09-25,ACT,,3.0,4.0,76.0,216.0,Tennessee,BOS,PG,Jaden Springer
Tobias Harris,1487,nba,12.0,True,PF,32.0,1992-07-15,ACT,,13.0,1.0,80.0,226.0,Tennessee,DET,PF,Tobias Harris
Joshua Primo,2287,nba,,True,,21.0,2002-12-24,FA,,2.0,,76.0,189.0,Alabama,,SF,Joshua Primo
Andre Ingram,1802,nba,,True,,39.0,1985-11-19,FA,,1.0,,75.0,184.0,American,,SG,Andre Ingram
Joe Johnson,1167,nba,,True,,43.0,1981-06-29,FA,,18.0,,79.0,240.0,Arkansas,,SF,Joe Johnson
Makur Maker,2511,nba,,True,,24.0,2000-11-04,FA,,1.0,,82.0,232.0,Howard,,C,Makur Maker
Domantas Sabonis,1739,nba,11.0,True,C,28.0,1996-05-03,ACT,,8.0,1.0,83.0,240.0,Gonzaga,SAC,PF,Domantas Sabonis
De'Andre Hunter,2050,nba,12.0,True,PF,26.0,1997-12-02,ACT,,5.0,2.0,80.0,221.0,Virginia,ATL,SF,De'Andre Hunter
Malcolm Delaney,1705,nba,,True,,35.0,1989-03-11,FA,,2.0,,75.0,190.0,Virginia Tech,,PG,Malcolm Delaney
Stanley Umude,2535,nba,17.0,True,SG,25.0,1999-04-12,TWO-WAY,,2.0,8.0,78.0,210.0,Arkansas,MIL,PG,Stanley Umude
Pedro Bradshaw,2785,nba,,True,,26.0,1998-10-19,FA,,0.0,,79.0,180.0,Bellarmine,,PF,Pedro Bradshaw
JaKarr Sampson,1507,nba,,True,,31.0,1993-03-20,FA,,6.0,,79.0,214.0,St. John's,,SF,JaKarr Sampson
Kenyon Martin,1037,nba,,False,,46.0,1977-12-30,RET,,15.0,,81.0,225.0,Cincinnati,,PF,Kenyon Martin
Jabari Parker,1570,nba,,True,,29.0,1995-03-15,FA,,8.0,,79.0,245.0,Duke,,PF,Jabari Parker
Justin Tillman,2399,nba,,True,,28.0,1996-02-02,FA,,1.0,,80.0,220.0,VCU,,SF,Justin Tillman
Xavier Moon,2398,nba,,True,,29.0,1995-01-02,FA,,2.0,,72.0,165.0,Morehead State,,SG,Xavier Moon
Omari Spellman,1942,nba,,True,,27.0,1997-07-21,FA,,2.0,,80.0,245.0,Villanova,,PF,Omari Spellman
Miroslav Raduljica,1383,nba,,True,,36.0,1988-01-05,FA,,2.0,,84.0,250.0,,,C,Miroslav Raduljica
Tyler Ulis,1737,nba,,True,,28.0,1996-01-05,FA,,3.0,,70.0,160.0,Kentucky,,PG,Tyler Ulis
KJ McDaniels,1515,nba,,True,,31.0,1993-02-09,FA,,3.0,,78.0,205.0,Clemson,,SF,KJ McDaniels
Tidjane Salaun,2736,nba,31.0,True,PF,19.0,2005-08-10,ACT,,0.0,2.0,81.0,207.0,,CHA,PF,Tidjane Salaun
Jayson Tatum,1822,nba,0.0,True,PF,26.0,1998-03-03,ACT,,7.0,1.0,80.0,224.0,Duke,BOS,SF,Jayson Tatum
Brandon Boston,2292,nba,11.0,True,SF,23.0,2001-11-28,TWO-WAY,,3.0,2.0,78.0,188.0,Kentucky,NOP,SG,Brandon Boston
Paul Watson,2051,nba,,True,,29.0,1994-12-30,FA,,3.0,,78.0,210.0,Fresno State,,SF,Paul Watson
Keita Bates-Diop,1921,nba,,True,,28.0,1996-01-23,FA,,6.0,,80.0,229.0,Ohio State,,PF,Keita Bates-Diop
Kessler Edwards,2277,nba,20.0,True,SF,24.0,2000-08-09,TWO-WAY,,3.0,6.0,80.0,215.0,Pepperdine,DAL,SF,Kessler Edwards
Bogdan Bogdanovic,1871,nba,13.0,True,SG,32.0,1992-08-18,ACT,,7.0,2.0,77.0,225.0,,ATL,SG,Bogdan Bogdanovic
Jamaal Tinsley,1346,nba,,False,,46.0,1978-02-28,RET,,11.0,,75.0,188.0,Iowa State,,PG,Jamaal Tinsley
Bryce Hamilton,2420,nba,,True,,24.0,2000-11-10,FA,,1.0,,76.0,205.0,UNLV,,SG,Bryce Hamilton
DJ Burns,2774,nba,,True,,24.0,2000-10-13,NWT,,0.0,,81.0,275.0,North Carolina State,,PF,DJ Burns
Jaron Blossomgame,1890,nba,,True,,31.0,1993-09-16,FA,,1.0,,80.0,220.0,Clemson,,SF,Jaron Blossomgame
Darren Collison,1344,nba,,True,,37.0,1987-08-23,FA,,11.0,,72.0,175.0,UCLA,,PG,Darren Collison
Chris Clemons,2046,nba,,True,,27.0,1997-07-23,FA,,1.0,,69.0,180.0,Campbell,,SG,Chris Clemons
Malik Williams,2708,nba,,True,,26.0,1998-08-26,FA,,2.0,,83.0,250.0,Louisville,,C,Malik Williams
Jahlil Tripp,2207,nba,,True,,27.0,1997-09-22,FA,,1.0,,77.0,215.0,Pacific,,PF,Jahlil Tripp
Jordan Schakel,2371,nba,,True,,26.0,1998-06-13,FA,,1.0,,78.0,200.0,San Diego State,,SF,Jordan Schakel
Corey Brewer,1183,nba,,False,,38.0,1986-03-05,RET,,13.0,,81.0,186.0,Florida,,SG,Corey Brewer
George Hill,1072,nba,,True,,38.0,1986-05-04,FA,,14.0,,76.0,188.0,IUPUI,,PG,George Hill
Jalen Johnson,2284,nba,1.0,True,PF,22.0,2001-12-18,ACT,,3.0,1.0,80.0,219.0,Duke,ATL,PF,Jalen Johnson
Leandro Barbosa,1413,nba,,False,,42.0,1982-11-28,RET,,14.0,,75.0,194.0,,,SG,Leandro Barbosa
Justin James,2103,nba,,True,,27.0,1997-01-24,FA,,2.0,,78.0,190.0,Wyoming,,SF,Justin James
Jesse Edwards,2829,nba,14.0,True,C,24.0,2000-03-18,TWO-WAY,,0.0,6.0,84.0,237.0,West Virginia,MIN,C,Jesse Edwards
Anthony Edwards,2133,nba,5.0,True,SG,23.0,2001-08-05,ACT,,4.0,1.0,76.0,230.0,Georgia,MIN,SG,Anthony Edwards
Timofey Mozgov,1470,nba,,True,,38.0,1986-07-16,FA,,8.0,,85.0,275.0,,,C,Timofey Mozgov
Skylar Mays,2137,nba,,True,,27.0,1997-09-05,FA,,3.0,,76.0,205.0,LSU,,SG,Skylar Mays
Matt Mooney,2006,nba,,True,,29.0,1995-02-07,FA,,1.0,,75.0,199.0,Texas Tech,,SG,Matt Mooney
Anthony Black,2590,nba,0.0,True,PG,20.0,2004-01-20,ACT,,1.0,2.0,79.0,200.0,Arkansas,ORL,PG,Anthony Black
Ty Jerome,2090,nba,2.0,True,PG,27.0,1997-07-08,ACT,,5.0,2.0,77.0,195.0,Virginia,CLE,SG,Ty Jerome
Jordan Tucker,2822,nba,,True,,26.0,1998-04-03,FA,,1.0,,79.0,210.0,Butler,,PF,Jordan Tucker
Onyeka Okongwu,2136,nba,17.0,True,C,23.0,2000-12-11,ACT,,4.0,2.0,82.0,240.0,USC,ATL,C,Onyeka Okongwu
Kevin Cross,2787,nba,,True,,24.0,2000-06-22,FA,,0.0,,80.0,240.0,Tulane,,PF,Kevin Cross
James Johnson,1198,nba,16.0,True,PF,37.0,1987-02-20,ACT,,15.0,5.0,79.0,239.0,Wake Forest,IND,PF,James Johnson
John Wall,1116,nba,,True,,34.0,1990-09-06,FA,,10.0,,75.0,210.0,Kentucky,,PG,John Wall
Meyers Leonard,1443,nba,,True,,32.0,1992-02-27,FA,,9.0,,84.0,260.0,Illinois,,C,Meyers Leonard
Johnathan Williams,1930,nba,,True,,29.0,1995-05-22,FA,,2.0,,81.0,228.0,Gonzaga,,PF,Johnathan Williams
Kenneth Lofton,2415,nba,,True,,22.0,2002-08-14,FA,,2.0,,78.0,275.0,Louisiana Tech,,PF,Kenneth Lofton
Patric Young,1543,nba,,True,,32.0,1992-02-01,FA,,0.0,,81.0,240.0,Florida,,PF,Patric Young
Dzanan Musa,1917,nba,,True,,25.0,1999-05-08,FA,,2.0,,81.0,217.0,,,SF,Dzanan Musa
Sacha Killeya-Jones,2506,nba,,True,,26.0,1998-08-10,FA,,1.0,,83.0,220.0,Kentucky,,PF,Sacha Killeya-Jones
Ahmad Caver,2241,nba,,True,,28.0,1996-09-12,FA,,1.0,,74.0,174.0,Old Dominion,,PG,Ahmad Caver
Bobi Klintman,2837,nba,34.0,True,PF,21.0,2003-03-06,ACT,,0.0,4.0,81.0,225.0,Wake Forest,DET,SF,Bobi Klintman
Charles Cooke,1819,nba,,True,,30.0,1994-07-01,FA,,1.0,,77.0,196.0,Dayton,,SG,Charles Cooke
C.J. Miles,1050,nba,,True,,37.0,1987-03-18,FA,,16.0,,78.0,220.0,,,SG,C.J. Miles
Eli Brooks,2554,nba,,True,,26.0,1998-10-14,FA,,1.0,,73.0,185.0,Michigan,,PG,Eli Brooks
Alex Poythress,1678,nba,,True,,31.0,1993-09-06,FA,,3.0,,81.0,235.0,Kentucky,,PF,Alex Poythress
James Harden,1240,nba,1.0,True,PG,35.0,1989-08-26,ACT,,15.0,1.0,77.0,220.0,Arizona State,LAC,SG,James Harden
Khris Middleton,1378,nba,22.0,True,SG,33.0,1991-08-12,ACT,,12.0,1.0,79.0,222.0,Texas A&M,MIL,SF,Khris Middleton
Jaylin Galloway,2706,nba,,True,,21.0,2002-12-21,FA,,1.0,,79.0,190.0,,,SF,Jaylin Galloway
Sergey Karasev,1046,nba,,True,,31.0,1993-10-26,FA,,3.0,,79.0,208.0,,,SG,Sergey Karasev
Dwight Howard,1241,nba,,True,,38.0,1985-12-08,FA,,18.0,,82.0,265.0,,,C,Dwight Howard
Aamir Simms,2338,nba,,True,,25.0,1999-02-17,FA,,1.0,,80.0,245.0,Clemson,,PF,Aamir Simms
Jake Stephens,2701,nba,,True,,25.0,1999-11-05,M-LEAGUE,,1.0,,84.0,275.0,Chattanooga,,C,Jake Stephens
DeJon Jarreau,2346,nba,77.0,True,,26.0,1998-01-23,FA,,1.0,,77.0,185.0,Houston,,SG,DeJon Jarreau
Malachi Smith,2703,nba,,True,,24.0,1999-12-06,FA,,1.0,,76.0,205.0,Gonzaga,,SG,Malachi Smith
Jaden Hardy,2485,nba,1.0,True,PG,22.0,2002-07-05,ACT,,2.0,2.0,76.0,198.0,,DAL,PG,Jaden Hardy
D.J. White,1145,nba,,False,,38.0,1986-08-31,RET,,6.0,,81.0,250.0,Indiana,,PF,D.J. White
Orlando Robinson,2414,nba,77.0,True,C,24.0,2000-07-10,ACT,,2.0,4.0,82.0,235.0,Fresno State,SAC,C,Orlando Robinson
Nemanja Bjelica,1612,nba,,False,,36.0,1988-05-09,RET,,7.0,,81.0,234.0,,,C,Nemanja Bjelica
Riley Minix,2807,nba,27.0,True,PF,24.0,2000-09-22,TWO-WAY,,0.0,8.0,79.0,230.0,Morehead State,SAS,SF,Riley Minix
Caron Butler,1384,nba,,False,,44.0,1980-03-13,RET,,14.0,,79.0,228.0,UConn,,SF,Caron Butler
Keyonte George,2580,nba,3.0,True,PG,21.0,2003-11-08,ACT,,1.0,1.0,76.0,185.0,Baylor,UTA,PG,Keyonte George
Jordan McLaughlin,2037,nba,3.0,True,PG,28.0,1996-04-09,ACT,,5.0,3.0,72.0,185.0,USC,SAC,PG,Jordan McLaughlin
Charles Pride,2790,nba,,True,,25.0,1999-09-22,FA,,0.0,,76.0,200.0,St. Bonaventure,,PG,Charles Pride
Matt Williams,1847,nba,,True,,31.0,1993-10-14,FA,,1.0,,77.0,210.0,UCF,,SG,Matt Williams
Kendall Brown,2462,nba,,True,,21.0,2003-05-11,FA,,2.0,,80.0,205.0,Baylor,,PG,Kendall Brown
Matt Bonner,1302,nba,,False,,44.0,1980-04-05,RET,,12.0,,82.0,235.0,Florida,,C,Matt Bonner
Derrick Williams,1190,nba,,True,,33.0,1991-05-25,FA,,7.0,,80.0,240.0,Arizona,,PF,Derrick Williams
Josh Giddey,2313,nba,3.0,True,PG,22.0,2002-10-10,ACT,,3.0,1.0,80.0,216.0,,CHI,SG,Josh Giddey
Shawn Marion,1405,nba,,False,,46.0,1978-05-07,RET,,16.0,,79.0,228.0,UNLV,,SF,Shawn Marion
Dru Smith,2360,nba,12.0,True,PG,26.0,1997-12-30,TWO-WAY,,2.0,5.0,74.0,203.0,Missouri,MIA,SG,Dru Smith
Ty Lawson,1474,nba,,True,,37.0,1987-11-03,FA,,9.0,,71.0,195.0,North Carolina,,PG,Ty Lawson
Deonte Burton,1981,nba,,True,,30.0,1994-01-31,FA,,3.0,,76.0,240.0,Iowa State,,SF,Deonte Burton
Jordan Hill,1222,nba,,False,,37.0,1987-07-27,RET,,8.0,,82.0,240.0,Arizona,,PF,Jordan Hill
